action,decision,v_stay,v_leave,note,step,row,col,resource,reward_total,total_digs,overall,E_next_here,resource_before,resource_after,Q_stay,Q_leave,stay_prob,can_dig,can_move,available_mines_here,overall_label,explorer_label,mine_id,dig_success,reward_gained,depleted,remaining_after,move_choice_label,move_probs,move_label_scores,move_e_next,cfg_init_resource,cfg_move_cost,cfg_dig_cost,cfg_reward_amount,cfg_beta_trust,cfg_stay_leave_temp,cfg_move_temp,cfg_K,cfg_SIGMA2,cfg_baseline_mode,lambda_rate,R_ENV
move,auto_leave,,,,57,0,0,,0.0,0,,0.0,22.0,18.0,-2.0,-3.4333333333333336,,False,True,0.0,poor,poor,,,,,,poor,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",250.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667
enter,enter,,,entered_cell,57,0,0,18.0,0.0,0,poor,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,
move,auto_leave,,,,58,1,0,,0.0,0,,0.0,18.0,14.0,-2.0,-3.4333333333333336,,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",250.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667
enter,enter,,,entered_cell,58,1,0,14.0,0.0,0,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,
move,auto_leave,,,,59,2,0,,0.0,0,,0.0,14.0,10.0,-2.0,-3.4333333333333336,,False,True,0.0,neutral,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",250.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667
enter,enter,,,entered_cell,59,2,0,10.0,0.0,0,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,
move,auto_leave,,,,60,1,0,,0.0,0,,0.0,10.0,6.0,-2.0,-3.4333333333333336,,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",250.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667
enter,enter,,,entered_cell,60,1,0,6.0,0.0,0,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,
move,auto_leave,,,,61,0,0,,0.0,0,,0.0,6.0,2.0,-2.0,-3.4333333333333336,,False,True,0.0,poor,poor,,,,,,poor,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",250.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667
enter,enter,,,entered_cell,61,0,0,2.0,0.0,0,poor,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,
halt,stuck_no_mines,,,,62,0,0,,0.0,0,,0.0,2.0,2.0,,,,False,False,0.0,poor,poor,,,,,,,,,,250.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667
